,Unnamed: 0,사업장명,도로명전체주소,위도(WGS84),경도(WGS84),카카오_카테고리,카카오_링크,평점,영업시간,구글지도링크,비고_y,통합_전화번호,카테고리1,카테고리2,카테고리3,카테고리4,mon,tue,wed,thu,fri,sat,sun,hours_compact
93,93,장호덕손만두,"충청남도 천안시 서북구 불당21로 67-12, 퍼스트프라자 1층 118일부호 (불당동)",36.81361986780846,127.10839779294696,음식점 > 분식 > 장호덕손만두,http://place.map.kakao.com/1178821269,3.0,"Monday: 11:00 AM – 10:00 PM, Tuesday: 11:00 AM – 10:00 PM, Wednesday: 11:00 AM – 10:00 PM, Thursday: 11:00 AM – 10:00 PM, Friday: 11:00 AM – 10:00 PM, Saturday: 11:00 AM – 10:00 PM, Sunday: 11:00 AM – 10:00 PM",https://maps.google.com/?cid=3216654388870927423,,070-7537-1973,분식,장호덕손만두,,,(월) 11:00~22:00,(화) 11:00~22:00,(수) 11:00~22:00,(목) 11:00~22:00,(금) 11:00~22:00,(토) 11:00~22:00,(일) 11:00~22:00,"(월) 11:00~22:00, (화) 11:00~22:00, (수) 11:00~22:00, (목) 11:00~22:00, (금) 11:00~22:00, (토) 11:00~22:00, (일) 11:00~22:00"
94,94,우정소갈비천안불당점,"충청남도 천안시 서북구 불당26로 50, 11동 F107-2호 (불당동, 천안 불당 지웰시티푸르지오 2단지)",36.811818666110014,127.10571831627306,"음식점 > 한식 > 육류,고기 > 갈비",http://place.map.kakao.com/1272606848,5.0,"Monday: 11:00 AM – 11:00 PM, Tuesday: 11:00 AM – 11:00 PM, Wednesday: 11:00 AM – 11:00 PM, Thursday: 11:00 AM – 11:00 PM, Friday: 11:00 AM – 11:00 PM, Saturday: 11:00 AM – 11:00 PM, Sunday: 11:00 AM – 11:00 PM",https://maps.google.com/?cid=397554282622851275,,041-569-8067,한식,"육류,고기",갈비,,(월) 11:00~23:00,(화) 11:00~23:00,(수) 11:00~23:00,(목) 11:00~23:00,(금) 11:00~23:00,(토) 11:00~23:00,(일) 11:00~23:00,"(월) 11:00~23:00, (화) 11:00~23:00, (수) 11:00~23:00, (목) 11:00~23:00, (금) 11:00~23:00, (토) 11:00~23:00, (일) 11:00~23:00"
95,95,찌개주막두정점,"충청남도 천안시 서북구 부성5길 11, 1층 (두정동, 공원홈피스텔)",36.835509748570864,127.13442780876646,,,,,,,,,,,,,,,,,,,
96,96,TSG통삼국김치찌개생삼겹살,"충청남도 천안시 동남구 풍세면 풍세산단로 18-12, 1층",36.72878148948068,127.10494833528202,,,,,,,,,,,,,,,,,,,
97,97,여우애김밥천안두정점,"충청남도 천안시 서북구 두정로 240, 대우프라자 1층 104호 (두정동)",36.83315600725551,127.14362507116176,음식점 > 분식,http://place.map.kakao.com/2134262553,,,https://maps.google.com/?cid=8110598052665921334,,0502-5552-2018,분식,,,,,,,,,,,
98,98,나비,"충청남도 천안시 동남구 청수11로 34, 2층 201호 (청당동)",36.782387807232794,127.15622941323552,"가정,생활 > 유흥시설 > 유흥주점",http://place.map.kakao.com/530565626,,,,,,유흥시설,유흥주점,,,,,,,,,,
99,99,국민불닭발천안본점,"충청남도 천안시 서북구 오성9길 10, 1층 101일부호 (두정동)",36.83328944312915,127.12829649672383,음식점,http://place.map.kakao.com/1227116591,,,,,,,,,,,,,,,,,
100,100,떡볶이는튀김빨천안두정점,"충청남도 천안시 서북구 오성9길 10, 1층 101일부호 (두정동)",36.83328944312915,127.12829649672383,음식점,http://place.map.kakao.com/1229659563,,,,,,,,,,,,,,,,,
101,101,육회는못참지,"충청남도 천안시 서북구 서부17길 15, 1층 (성정동)",36.82402444183725,127.1386640250405,"음식점 > 한식 > 육류,고기",http://place.map.kakao.com/1066683257,,,,,,한식,"육류,고기",,,,,,,,,,
102,102,풍년꼬들살김치찌개,"충청남도 천안시 서북구 직산읍 상덕로 75, 2동 1층",36.87363302936568,127.120235734503,,,,,,,,,,,,,,,,,,,
103,103,박순자아우내순대천안두정점,"충청남도 천안시 서북구 성정공원6길 6, 1층 101,102호 (성정동)",36.82862602258999,127.13818381702592,음식점 > 한식 > 순대,http://place.map.kakao.com/888729928,,,,,,한식,순대,,,,,,,,,,
104,104,24시계문점본점,"충청남도 천안시 서북구 성정공원5로 35, 메트로죤-2 1층 105~106호 (성정동)",36.82810706206993,127.14151912300724,음식점 > 한식,http://place.map.kakao.com/873536062,,,,,041-568-3337,한식,,,,,,,,,,,
105,105,행복한식부페,"충청남도 천안시 동남구 신부7길 12, 1층 (신부동)",36.814802072087225,127.15946163267144,,,,,,,,,,,,,,,,,,,
106,106,무한육채미천안풍세점,"충청남도 천안시 동남구 풍세면 풍세산단4로 12-15, 2동 1층",36.726155075900806,127.10418712105736,음식점,http://place.map.kakao.com/605984649,,,,,,,,,,,,,,,,,
107,107,육회바른연어천안터미널점,"충청남도 천안시 동남구 만남로 20, 1층 (신부동)",36.818531194271166,127.1543091658438,"음식점 > 한식 > 해물,생선 > 회 > 육회바른연어",http://place.map.kakao.com/531528936,,,,,041-555-0188,한식,"해물,생선",회,육회바른연어,,,,,,,,
108,108,가마솥진국설렁탕도가니탕전문점,"충청남도 천안시 서북구 양지18길 4, 1층 (성정동)",36.81211382190424,127.14068201343896,,,,,,,,,,,,,,,,,,,
109,109,본죽엔비빔밥천안풍세점,"충청남도 천안시 동남구 풍세면 풍세산단로 283, 태백빌딩 1층 115호",36.725987881985326,127.10579162435111,,,5.0,"Monday: 9:00 AM – 8:00 PM, Tuesday: 9:00 AM – 8:00 PM, Wednesday: 9:00 AM – 8:00 PM, Thursday: 9:00 AM – 8:00 PM, Friday: 9:00 AM – 8:00 PM, Saturday: 9:00 AM – 8:00 PM, Sunday: Closed",https://maps.google.com/?cid=11380084728149007358,,041-417-6288,,,,,(월) 09:00~20:00,(화) 09:00~20:00,(수) 09:00~20:00,(목) 09:00~20:00,(금) 09:00~20:00,(토) 09:00~20:00,(일) 휴무,"(월) 09:00~20:00, (화) 09:00~20:00, (수) 09:00~20:00, (목) 09:00~20:00, (금) 09:00~20:00, (토) 09:00~20:00, (일) 휴무"
110,110,유지경성,"충청남도 천안시 서북구 검은들3길 65, 1층 102호 (불당동)",36.81051736594479,127.11030262904968,,,5.0,,https://maps.google.com/?cid=14686343282819935446,,,,,,,,,,,,,,
111,111,미소한식뷔페,"충청남도 천안시 서북구 업성수변로 32, 2층 (성성동)",36.84224164296718,127.13870383498994,,,,"Monday: 6:00 AM – 8:00 PM, Tuesday: 6:00 AM – 8:00 PM, Wednesday: 6:00 AM – 8:00 PM, Thursday: 6:00 AM – 8:00 PM, Friday: 6:00 AM – 8:00 PM, Saturday: 6:00 AM – 8:00 PM, Sunday: Closed",https://maps.google.com/?cid=10457314727702128244,,031-653-2541,,,,,(월) 06:00~20:00,(화) 06:00~20:00,(수) 06:00~20:00,(목) 06:00~20:00,(금) 06:00~20:00,(토) 06:00~20:00,(일) 휴무,"(월) 06:00~20:00, (화) 06:00~20:00, (수) 06:00~20:00, (목) 06:00~20:00, (금) 06:00~20:00, (토) 06:00~20:00, (일) 휴무"
112,112,삼미집,"충청남도 천안시 동남구 청수6로 35-66, 1층 (청당동)",36.7847972368027,127.15747686008775,,,,,,,,,,,,,,,,,,,
113,113,한들소갈비살전문점,"충청남도 천안시 서북구 한들2로 34-21, 1동 1층 (백석동)",36.8271960775504,127.12077241596292,,,,,,,,,,,,,,,,,,,
114,114,굽네치킨천안병천점,"충청남도 천안시 동남구 병천면 병천2로 9, 1층 102호",36.76331050325629,127.2988581536486,음식점 > 치킨 > 굽네치킨,http://place.map.kakao.com/469092405,,,,,041-567-9492,치킨,굽네치킨,,,,,,,,,,
115,115,빙고래천안두정점,"충청남도 천안시 서북구 부성7길 3, 레몬타워 1층 116호 (두정동)",36.837255222801545,127.13407127198045,음식점 > 카페,http://place.map.kakao.com/243185157,,,,,,카페,,,,,,,,,,,
116,116,맹꽁이호프,"충청남도 천안시 서북구 성거읍 성거길 181-1, 상가동 103호 (아느칸빌아파트)",36.88138240855376,127.20554890975232,음식점,http://place.map.kakao.com/551368838,,,,,,,,,,,,,,,,,
117,117,하이베이글,"충청남도 천안시 서북구 백석로 116, 에이스프라자 203호 (백석동)",36.82308410014108,127.12431800884828,음식점 > 카페 > 테마카페 > 디저트카페,http://place.map.kakao.com/1918378491,,"Monday: 12:00 – 7:00 PM, Tuesday: 12:00 – 7:00 PM, Wednesday: 12:00 – 7:00 PM, Thursday: 12:00 – 7:00 PM, Friday: 12:00 – 7:00 PM, Saturday: 12:00 – 7:00 PM, Sunday: Closed",https://maps.google.com/?cid=2224119613219829306,,0507-1370-0623,카페,테마카페,디저트카페,,(월) 12:00~19:00,(화) 12:00~19:00,(수) 12:00~19:00,(목) 12:00~19:00,(금) 12:00~19:00,(토) 12:00~19:00,(일) 휴무,"(월) 12:00~19:00, (화) 12:00~19:00, (수) 12:00~19:00, (목) 12:00~19:00, (금) 12:00~19:00, (토) 12:00~19:00, (일) 휴무"
118,118,강담회집,"충청남도 천안시 동남구 터미널2로 29, 1층 (신부동)",36.82158135709842,127.1580023439827,"음식점 > 한식 > 해물,생선 > 회",http://place.map.kakao.com/147849268,,,,,041-561-4988,한식,"해물,생선",회,,,,,,,,,
119,119,달빛거리,"충청남도 천안시 동남구 큰시장길 11, 1층 102호 (사직동)",36.801919515577154,127.14787144887244,,,,,,,,,,,,,,,,,,,
120,120,과일담은요거트맛집요맛신부점,"충청남도 천안시 동남구 중앙로 223, 1층 (신부동)",36.81812535138601,127.15219652084996,,,,,,,,,,,,,,,,,,,
121,121,삼대째손두부천안점,"충청남도 천안시 서북구 직산읍 부송로 386, 1층",36.87594785371727,127.13129990831804,음식점 > 한식 > 두부전문점,http://place.map.kakao.com/1263649468,3.9,,https://maps.google.com/?cid=8207724117202931120,,041-583-3200,한식,두부전문점,,,,,,,,,,
122,122,정성들이다,"충청남도 천안시 서북구 백석로 238, 1층 (성정동)",36.81835362630536,127.136117606151,,,,,,,,,,,,,,,,,,,
123,123,꽃낙지연포탕,"충청남도 천안시 서북구 성정로 97-9, 1층 4-1, 4-2, 5호 (성정동)",36.81446097888652,127.14095467505976,,,,,,,,,,,,,,,,,,,
124,124,전통중화요리담아,"충청남도 천안시 서북구 두정중2길 40, 1층 (두정동)",36.83722006147616,127.14025049481678,,,,,,,,,,,,,,,,,,,
125,125,더본테이스티모다천안아산점,"충청남도 천안시 서북구 공원로 196, 지2층 (불당동, 펜타포트)",36.79828841240539,127.10137535018004,"서비스,산업 > 식품",http://place.map.kakao.com/177412359,,,,,0507-1375-2494,식품,,,,,,,,,,,
126,126,그때그시절옛날반점부성점,"충청남도 천안시 서북구 부성21로 9, 1층 (부대동)",36.84577322392485,127.14907489440132,,,5.0,,https://maps.google.com/?cid=7289494501466032050,,,,,,,,,,,,,,
127,127,이코이라멘,"충청남도 천안시 서북구 1공단1길 55, 1층 (두정동)",36.83274865903111,127.14713716882969,음식점 > 일식 > 일본식라면,http://place.map.kakao.com/1668940603,,,,,,일식,일본식라면,,,,,,,,,,
128,128,토리키치청당점,"충청남도 천안시 동남구 청당5로 38, 1층 (청당동)",36.78060312892212,127.15275511154285,음식점 > 술집 > 일본식주점 > 토리키치,http://place.map.kakao.com/68327426,,"Monday: 5:00 PM – 1:00 AM, Tuesday: 5:00 PM – 1:00 AM, Wednesday: 5:00 PM – 1:00 AM, Thursday: 5:00 PM – 1:00 AM, Friday: 5:00 PM – 2:00 AM, Saturday: 5:00 PM – 2:00 AM, Sunday: 5:00 PM – 1:00 AM",https://maps.google.com/?cid=3293767340750425535,,010-3065-7701,술집,일본식주점,토리키치,,(월) 17:00~01:00,(화) 17:00~01:00,(수) 17:00~01:00,(목) 17:00~01:00,(금) 17:00~02:00,(토) 17:00~02:00,(일) 17:00~01:00,"(월) 17:00~01:00, (화) 17:00~01:00, (수) 17:00~01:00, (목) 17:00~01:00, (금) 17:00~02:00, (토) 17:00~02:00, (일) 17:00~01:00"
129,129,페리카나통정점,"충청남도 천안시 동남구 통정10로 28, 1층 (신방동)",36.77352955383235,127.13062663928976,음식점 > 치킨 > 페리카나,http://place.map.kakao.com/1738303398,,,https://maps.google.com/?cid=14197937770055110108,,041-577-0119,치킨,페리카나,,,,,,,,,,
130,130,샤브20두정점,"충청남도 천안시 서북구 동서대로 118, 1~2층 (성정동)",36.8257864614734,127.1361490929394,,,,,,,,,,,,,,,,,,,
131,131,구여사컵밥두정점,"충청남도 천안시 서북구 성정공원5로 63, 리치프라자2 2층 203일부호 (성정동)",36.827877104759935,127.14456383977164,,,,,,,,,,,,,,,,,,,
132,132,수랏간한식뷔페,"충청남도 천안시 동남구 성남면 종합휴양지로 185, 지하1층",36.7560979754522,127.22616129041494,음식점 > 뷔페 > 한식뷔페,http://place.map.kakao.com/180136953,4.5,,https://maps.google.com/?cid=3189969442250103650,,0503-7151-4030,뷔페,한식뷔페,,,,,,,,,,
133,133,텐퍼센트커피청당중앙점,"충청남도 천안시 동남구 청당5로 20, 601동 1층 109호 (청당동, 행정타운 센트럴 두산위브)",,,,,,,,,,,,,,,,,,,,,
134,134,마루,"충청남도 천안시 서북구 두정로 236, 스타펠리스 1층 114호 (두정동)",36.83308205909158,127.14303857165974,음식점 > 한식,http://place.map.kakao.com/880053624,,,,,,한식,,,,,,,,,,,
135,135,주노피자,"충청남도 천안시 서북구 쌍용17길 53, 1층 (쌍용동)",36.79575857849355,127.12281183226486,음식점 > 양식 > 피자,http://place.map.kakao.com/1394436374,,,,,041-573-0560,양식,피자,,,,,,,,,,
136,136,맛고을숯불갈비,"충청남도 천안시 서북구 쌍용14길 7, 한빛빌딩 1층 (쌍용동)",36.80017892969636,127.12065330830848,,,3.0,,https://maps.google.com/?cid=17639741714980179827,,,,,,,,,,,,,,
137,137,서희분식당,"충청남도 천안시 동남구 청당4로 45, 청당서희스타힐스근린생활시설동 1층 111호 (청당동, 청당 서희스타힐스)",,,,,,,,,,,,,,,,,,,,,
138,138,마르케,"충청남도 천안시 서북구 불당33길 7, 2층 202호 (불당동)",36.81079216742836,127.10730357128152,,,,,,,,,,,,,,,,,,,
139,139,에브리빙,"충청남도 천안시 서북구 노태산로 73, 엘리시온빌딩 1층 103호 (백석동)",36.831377593243495,127.12699551827134,음식점 > 카페 > 테마카페 > 디저트카페,http://place.map.kakao.com/1429162425,,"Monday: 11:00 AM – 10:00 PM, Tuesday: 11:00 AM – 10:00 PM, Wednesday: 11:00 AM – 10:00 PM, Thursday: 11:00 AM – 10:00 PM, Friday: 11:00 AM – 10:00 PM, Saturday: 11:00 AM – 10:00 PM, Sunday: Closed",https://maps.google.com/?cid=14227758593703322510,,041-555-1237,카페,테마카페,디저트카페,,(월) 11:00~22:00,(화) 11:00~22:00,(수) 11:00~22:00,(목) 11:00~22:00,(금) 11:00~22:00,(토) 11:00~22:00,(일) 휴무,"(월) 11:00~22:00, (화) 11:00~22:00, (수) 11:00~22:00, (목) 11:00~22:00, (금) 11:00~22:00, (토) 11:00~22:00, (일) 휴무"
140,140,꼬꼬닭포차,"충청남도 천안시 서북구 성성6로 21, 상가동 1층 106,108호 (성성동, 천안시티자이)",36.84243794759599,127.12221222666,음식점 > 술집,http://place.map.kakao.com/510711218,,,,,,술집,,,,,,,,,,,
141,141,낭만여행,"충청남도 천안시 동남구 청당3길 117-13, 1동 1층 (청당동)",36.777447252807114,127.15413264056642,음식점 > 술집 > 실내포장마차,http://place.map.kakao.com/442645615,5.0,,https://maps.google.com/?cid=5027066898662132965,,,술집,실내포장마차,,,,,,,,,,
142,142,롼이모베트남전통쌀국수(PHO CO LOAN),"충청남도 천안시 동남구 공설시장3길 10, 1동 1층 (대흥동)",36.809513692748126,127.14913829685756,,,,,,,,,,,,,,,,,,,
143,143,이태리양조장신불당점,"충청남도 천안시 서북구 불당33길 18, 1층 (불당동)",36.81159328424766,127.1079993648367,음식점 > 술집,http://place.map.kakao.com/1259629901,,,,,010-8881-6362,술집,,,,,,,,,,,
144,144,이마와루,"충청남도 천안시 서북구 미라1길 19, 1층 (쌍용동)",36.80406226312919,127.12817882321856,음식점 > 술집 > 일본식주점,http://place.map.kakao.com/1737852473,5.0,,https://maps.google.com/?cid=4879208228754678685,,,술집,일본식주점,,,,,,,,,,
145,145,정원,"충청남도 천안시 서북구 두정중1길 6-10, 인트로타운 1층 102호 (두정동)",36.83455308894165,127.13990973986024,음식점 > 카페 > 테마카페 > 디저트카페,http://place.map.kakao.com/1960392989,,,,,,카페,테마카페,디저트카페,,,,,,,,,
146,146,덮담쌍용불당점,"충청남도 천안시 서북구 쌍용8길 5, 1층 (쌍용동)",36.80192349285986,127.12011094755954,음식점 > 한식,http://place.map.kakao.com/1835950135,,,,,,한식,,,,,,,,,,,
147,147,돈떵어리,"충청남도 천안시 서북구 공원로 177, 근린생활시설-1동 지2층 106호 (불당동, 천안불당 시티프라디움)",36.79952173960176,127.0990723902508,"음식점 > 한식 > 육류,고기",http://place.map.kakao.com/1094621037,,,,,041-533-3221,한식,"육류,고기",,,,,,,,,,
148,148,밀촌버섯샤브칼국수,"충청남도 천안시 서북구 성환읍 성월2길 3-2, 1층",36.9186128535198,127.13562747698562,음식점 > 샤브샤브,http://place.map.kakao.com/21704409,,,https://maps.google.com/?cid=11547079297192752650,,041-584-4735,샤브샤브,,,,,,,,,,,
149,149,디디치킨천안불당점,"충청남도 천안시 서북구 불당19로 200, 401동 지1층 119호 (불당동, 불당 호반베르디움 The First)",36.8069131892732,127.1035101909335,,,,,,,,,,,,,,,,,,,
150,150,또와분식,"충청남도 천안시 서북구 미라2길 30, 1층 (쌍용동)",36.80203143253341,127.12971343160164,,,,,https://maps.google.com/?cid=18034650090894473921,,,,,,,,,,,,,,
151,151,로컬푸드레스토랑,"충청남도 천안시 서북구 업성수변로 94, 1층 101호 (성성동)",36.84719984162486,127.1401636125356,,,,,,,,,,,,,,,,,,,
152,152,깻잎막회천안불당점,"충청남도 천안시 서북구 검은들1길 20, 1층 103,104호 (불당동)",36.81130836546109,127.11021985144303,,,1.0,"Monday: 5:00 PM – 1:00 AM, Tuesday: 5:00 PM – 1:00 AM, Wednesday: 5:00 PM – 1:00 AM, Thursday: 5:00 PM – 1:00 AM, Friday: 5:00 PM – 1:00 AM, Saturday: 5:00 PM – 1:00 AM, Sunday: 5:00 PM – 1:00 AM",https://maps.google.com/?cid=4880224469140103580,,041-554-5433,,,,,(월) 17:00~01:00,(화) 17:00~01:00,(수) 17:00~01:00,(목) 17:00~01:00,(금) 17:00~01:00,(토) 17:00~01:00,(일) 17:00~01:00,"(월) 17:00~01:00, (화) 17:00~01:00, (수) 17:00~01:00, (목) 17:00~01:00, (금) 17:00~01:00, (토) 17:00~01:00, (일) 17:00~01:00"
153,153,민트푸드,"충청남도 천안시 서북구 쌍용7길 25, 1층 (쌍용동)",36.80143517981334,127.12144129972116,,,,,,,,,,,,,,,,,,,
